0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,6.410000000000000142e+00,2.187000000000000000e+03,4.280000000000000000e+02
0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00,5.790000000000000036e+00,2.158000000000000000e+03,4.060000000000000000e+02
0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+01,4.169999999999999929e+00,2.158000000000000000e+03,2.920000000000000000e+02
1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,8.380000000000000782e+00,2.187000000000000000e+03,5.900000000000000000e+02
1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00,1.960999999999999943e+01,2.678000000000000000e+03,1.378000000000000000e+03
1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+01,2.121999999999999886e+01,2.187000000000000000e+03,1.500000000000000000e+03
2.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,4.889999999999999680e+00,2.187000000000000000e+03,3.420000000000000000e+02
2.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00,3.479999999999999982e+00,2.187000000000000000e+03,2.420000000000000000e+02
2.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+01,3.950000000000000178e+00,2.197000000000000000e+03,2.770000000000000000e+02
0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,5.049999999999999822e+00,2.187000000000000000e+03,4.040000000000000000e+02
0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00,4.990000000000000213e+00,2.158000000000000000e+03,4.240000000000000000e+02
0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+01,2.839999999999999858e+00,2.187000000000000000e+03,2.420000000000000000e+02
1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,5.959999999999999964e+00,2.187000000000000000e+03,5.090000000000000000e+02
1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00,1.751000000000000156e+01,2.187000000000000000e+03,1.500000000000000000e+03
1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+01,1.755999999999999872e+01,2.187000000000000000e+03,1.500000000000000000e+03
2.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,1.014000000000000057e+01,2.187000000000000000e+03,8.620000000000000000e+02
2.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00,1.552999999999999936e+01,2.199000000000000000e+03,1.299000000000000000e+03
2.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+01,8.599999999999999645e+00,2.187000000000000000e+03,7.240000000000000000e+02
